Title:,"Time Series, Area-Averaged of Total Column Water Vapor (Daytime/Ascending) daily (daily)"
User Start Date:,1990-01-01T00:00:00Z
User End Date:,2020-01-02T23:59:59Z
User Bounding Box:,"-93.6,18,-90.2,22.33"
Data Bounding Box:,"-93.5,18.5,-90.5,21.5"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=1990-01-01T00:00:00Z&endtime=2020-01-02T23:59:59Z&bbox=-93.6,18,-90.2,22.33&data=AIRX3STD_006_TotH2OVap_A&portal=GIOVANNI&format=json"
Fill Value (mean_AIRX3STD_006_TotH2OVap_A):, -9999

time, mean_AIRX3STD_006_TotH2OVap_A
2005-06-13,51.1323242
2005-06-14,54.2593803
2005-06-15,49.3873672
2005-06-16,-9999
2005-06-17,48.4926834
2005-06-18,52.6994972
2005-06-19,51.7219276
2005-06-20,46.8014832
2005-06-21,51.2052307
2005-06-22,47.9937363
2005-06-23,-9999
2005-06-24,49.4682579
2005-06-25,52.1201057
2005-06-26,47.1222496
2005-06-27,50.5948448
2005-06-28,54.4376793
2005-06-29,43.8533974
2005-06-30,45.5018082
2005-07-01,45.2314186
2005-07-02,-9999
2005-07-03,50.4954987
2005-07-04,49.3532333
2005-07-05,52.8708801
2005-07-06,40.7299423
2005-07-07,39.4244423
2005-07-08,42.1784706
2005-07-09,-9999
2005-07-10,36.6025581
2005-07-11,40.4370461
2005-07-12,54.41539
2005-07-13,49.1332359
2005-07-14,47.8852425
2005-07-15,49.1013222
2005-07-16,47.6745415
2005-07-17,50.7969208
2005-07-18,-9999
2005-07-19,50.0804787
2005-07-20,44.801384
2005-07-21,45.8393555
2005-07-22,45.9835587
2005-07-23,53.4853058
2005-07-24,43.4878426
2005-07-25,-9999
2005-07-26,50.7961349
2005-07-27,41.5690117
2005-07-28,33.8660011
2005-07-29,32.484108
2005-07-30,42.1697922
2005-07-31,43.677227
2005-08-01,44.3153687
2005-08-02,48.0786095
2005-08-03,-9999
2005-08-04,53.0072174
2005-08-05,49.6638489
2005-08-06,44.1561241
2005-08-07,38.739666
2005-08-08,34.5458107
2005-08-09,37.0856857
2005-08-10,-9999
2005-08-11,47.9070396
2005-08-12,51.19841
2005-08-13,49.0962868
2005-08-14,42.0223389
2005-08-15,45.5291672
2005-08-16,46.6584511
2005-08-17,48.7646179
2005-08-18,50.7604408
2005-08-19,-9999
2005-08-20,54.8323479
2005-08-21,51.3679428
2005-08-22,50.7960625
2005-08-23,47.5889702
2005-08-24,46.7403374
2005-08-25,48.9102097
2005-08-26,-9999
2005-08-27,55.3815422
2005-08-28,52.18507
2005-08-29,56.0916595
2005-08-30,53.4714394
2005-08-31,51.4313698
2005-09-01,49.8858986
2005-09-02,50.0597496
2005-09-03,50.6161957
2005-09-04,-9999
2005-09-05,50.6294174
2005-09-06,49.9971924
2005-09-07,48.5393066
2005-09-08,46.1725159
2005-09-09,41.1102486
2005-09-10,45.0614319
2005-09-11,-9999
2005-09-12,52.1433945
2005-09-13,53.6542015
2005-09-14,51.9641342
2005-09-15,44.7347336
2005-09-16,48.2825546
2005-09-17,44.3611908
2005-09-18,44.3294144
2005-09-19,50.3053055
2005-09-20,-9999
2005-09-21,42.6222267
2005-09-22,44.0573387
2005-09-23,46.7915649
2005-09-24,45.6375237
2005-09-25,49.4527245
2005-09-26,49.4158058
2005-09-27,-9999
2005-09-28,48.6002769
2005-09-29,41.6520004
2005-09-30,46.4176865
2005-10-01,50.9272385
2005-10-02,53.0285416
2005-10-03,52.9709587
2005-10-04,52.1740074
2005-10-05,49.6508446
2005-10-06,-9999
2005-10-07,44.8459816
2005-10-08,45.4165421
2005-10-09,38.3561745
2005-10-10,34.9405861
2005-10-11,39.5635681
2005-10-12,37.2873001
2005-10-13,-9999
2005-10-14,45.89114
2005-10-15,42.7345963
2005-10-16,40.1999626
2005-10-17,34.8547363
2005-10-18,33.1228447
2005-10-19,31.075758
2005-10-20,42.7350464
2005-10-21,40.3082352
2005-10-22,-9999
2005-10-23,25.6580429
2005-10-24,31.3246727
2005-10-25,37.3989258
2005-10-26,27.8632641
2005-10-27,29.1279621
2005-10-28,33.2023315
2005-10-29,-9999
2005-10-30,30.2709446
2005-10-31,27.164629
2005-11-01,26.6967869
2005-11-02,23.8168774
2005-11-03,23.6995068
2005-11-04,33.8664055
2005-11-05,46.9216461
2005-11-06,49.2995987
2005-11-07,-9999
2005-11-08,43.8560791
2005-11-09,41.6248398
2005-11-10,40.5288811
2005-11-11,-9999
2005-11-12,29.7621956
2005-11-13,40.5550003
2005-11-14,-9999
2005-11-15,34.8403854
2005-11-16,40.0377502
2005-11-17,36.4400787
2005-11-18,30.8788357
2005-11-19,31.7165546
2005-11-20,36.00354
2005-11-21,32.6031456
2005-11-22,18.4824867
2005-11-23,-9999
2005-11-24,14.7710228
2005-11-25,17.1114025
2005-11-26,22.4210358
2005-11-27,24.2598991
2005-11-28,29.9213696
2005-11-29,37.9922295
2005-11-30,-9999
2005-12-01,39.332222
2005-12-02,42.3015442
2005-12-03,36.4768753
2005-12-04,32.1747284
2005-12-05,35.7949905
2005-12-06,40.6885986
2005-12-07,38.8691368
2005-12-08,36.2473869
2005-12-09,-9999
2005-12-10,42.2823067
2005-12-11,37.9815674
2005-12-12,36.5847092
2005-12-13,34.2804642
2005-12-14,30.5956135
2005-12-15,38.0405731
2005-12-16,-9999
2005-12-17,32.7071342
2005-12-18,33.4308853
2005-12-19,38.7772598
2005-12-20,36.1159058
2005-12-21,31.8874092
2005-12-22,32.5199471
2005-12-23,29.1490822
2005-12-24,22.6577263
2005-12-25,-9999
2005-12-26,16.5905075
2005-12-27,14.7305241
2005-12-28,13.7206726
2005-12-29,13.0955915
2005-12-30,18.1580715
2005-12-31,29.4426422
2006-01-01,-9999
2006-01-02,31.2169247
2006-01-03,33.6930504
2006-01-04,31.6624088
2006-01-05,29.9494953
2006-01-06,20.7454166
2006-01-07,18.5338726
2006-01-08,14.5404196
2006-01-09,26.5607224
2006-01-10,-9999
2006-01-11,34.5513535
2006-01-12,32.1398849
2006-01-13,34.0454407
2006-01-14,17.5335827
2006-01-15,13.1045809
2006-01-16,21.5630398
2006-01-17,-9999
2006-01-18,17.931797
2006-01-19,30.852972
2006-01-20,27.1176243
2006-01-21,34.1555367
2006-01-22,36.1423454
2006-01-23,38.4125443
2006-01-24,38.283535
2006-01-25,38.3014259
2006-01-26,-9999
2006-01-27,34.9639702
2006-01-28,32.155529
2006-01-29,30.1873245
2006-01-30,29.3142662
2006-01-31,30.5780411
2006-02-01,28.9931831
2006-02-02,-9999
2006-02-03,31.6332874
2006-02-04,18.454071
2006-02-05,16.5775223
2006-02-06,20.4943905
2006-02-07,30.0356178
2006-02-08,29.4444313
2006-02-09,20.2635899
2006-02-10,27.9415016
2006-02-11,-9999
2006-02-12,19.2127132
2006-02-13,19.463007
2006-02-14,14.8140211
2006-02-15,21.9798412
2006-02-16,30.618494
2006-02-17,30.0989399
2006-02-18,-9999
2006-02-19,20.46385
2006-02-20,28.3236637
2006-02-21,26.2220383
2006-02-22,22.1993771
2006-02-23,21.7792339
2006-02-24,38.0270462
2006-02-25,26.0964909
2006-02-26,35.8300209
2006-02-27,-9999
2006-02-28,26.6266899
2006-03-01,29.3790989
2006-03-02,29.4711533
2006-03-03,26.9636936
2006-03-04,30.0250931
2006-03-05,25.8113537
2006-03-06,-9999
2006-03-07,21.6036129
2006-03-08,16.8936214
2006-03-09,17.7083988
2006-03-10,20.3788605
2006-03-11,22.5344162
2006-03-12,26.2087917
2006-03-13,25.7728043
2006-03-14,35.3465691
2006-03-15,-9999
2006-03-16,27.946867
2006-03-17,25.2704391
2006-03-18,23.7369308
2006-03-19,20.2456226
2006-03-20,22.6092606
2006-03-21,29.4377422
2006-03-22,-9999
2006-03-23,44.5982704
2006-03-24,36.3079796
2006-03-25,35.9478874
2006-03-26,29.2319393
2006-03-27,26.7109642
2006-03-28,24.289814
2006-03-29,23.5240421
2006-03-30,33.2593536
2006-03-31,-9999
2006-04-01,23.9094238
2006-04-02,27.5443993
2006-04-03,21.5311012
2006-04-04,22.8657131
2006-04-05,24.2541809
2006-04-06,21.3837852
2006-04-07,-9999
2006-04-08,33.108387
2006-04-09,27.8136292
2006-04-10,27.0963612
2006-04-11,22.7014446
2006-04-12,31.223093
2006-04-13,28.1881275
2006-04-14,24.6066437
2006-04-15,28.5147495
2006-04-16,-9999
2006-04-17,31.2623291
2006-04-18,31.3484592
2006-04-19,33.4317818
2006-04-20,32.0418549
2006-04-21,33.7135773
2006-04-22,34.664463
2006-04-23,-9999
2006-04-24,35.4853134
2006-04-25,31.707449
2006-04-26,32.064312
2006-04-27,34.8226776
2006-04-28,34.5520325
2006-04-29,27.4645176
2006-04-30,27.1739197
2006-05-01,36.7735748
2006-05-02,-9999
2006-05-03,45.05933
2006-05-04,43.7066917
2006-05-05,37.7462692
2006-05-06,34.1981506
2006-05-07,33.5493546
2006-05-08,28.2309074
2006-05-09,-9999
2006-05-10,28.9293785
2006-05-11,39.2077484
2006-05-12,45.8367195
2006-05-13,44.6811943
2006-05-14,43.7456131
2006-05-15,44.2800064
2006-05-16,42.4120102
2006-05-17,28.9247646
2006-05-18,-9999
2006-05-19,37.430542
2006-05-20,45.8239098
2006-05-21,41.3047638
2006-05-22,44.0930099
2006-05-23,45.4317055
2006-05-24,47.0058823
2006-05-25,-9999
2006-05-26,49.3309059
2006-05-27,45.9880943
2006-05-28,50.3760872
2006-05-29,46.1442833
2006-05-30,41.5840416
2006-05-31,44.2209892
2006-06-01,43.6132431
2006-06-02,47.1973152
2006-06-03,-9999
2006-06-04,53.1657219
2006-06-05,52.9249001
2006-06-06,41.6082726
2006-06-07,39.1827087
2006-06-08,43.2417641
2006-06-09,34.5351105
2006-06-10,-9999
2006-06-11,41.2777443
2006-06-12,39.6260452
2006-06-13,41.4065132
2006-06-14,46.0152283
2006-06-15,45.9260864
2006-06-16,46.5342522
2006-06-17,38.3859062
2006-06-18,37.7195206
2006-06-19,-9999
2006-06-20,45.1721764
2006-06-21,49.062645
2006-06-22,45.8095551
2006-06-23,44.4264374
2006-06-24,46.465435
2006-06-25,43.0386925
2006-06-26,-9999
2006-06-27,49.1137199
2006-06-28,48.3589745
2006-06-29,46.7449608
2006-06-30,47.3754311
2006-07-01,49.9972572
2006-07-02,46.0700951
2006-07-03,46.9601746
2006-07-04,45.8636703
2006-07-05,-9999
2006-07-06,53.7523804
2006-07-07,49.9350395
2006-07-08,48.7372055
2006-07-09,43.938179
2006-07-10,44.2044945
2006-07-11,43.8906746
2006-07-12,-9999
2006-07-13,48.5541267
2006-07-14,43.2696304
2006-07-15,50.6608124
2006-07-16,47.4494095
2006-07-17,48.3416214
2006-07-18,48.5688133
2006-07-19,49.7630157
2006-07-20,49.4932556
2006-07-21,-9999
2006-07-22,48.3385239
2006-07-23,52.3129272
2006-07-24,45.1161766
2006-07-25,35.7890091
2006-07-26,33.7175865
2006-07-27,43.9036064
2006-07-28,-9999
2006-07-29,45.3218117
2006-07-30,48.7420158
2006-07-31,51.8097572
2006-08-01,52.4734917
2006-08-02,53.49963
2006-08-03,50.4482002
2006-08-04,49.3419075
2006-08-05,48.9232635
2006-08-06,-9999
2006-08-07,46.1429253
2006-08-08,48.6939011
2006-08-09,46.4363823
2006-08-10,41.9685783
2006-08-11,44.770092
2006-08-12,42.3148804
2006-08-13,-9999
2006-08-14,52.3611679
2006-08-15,38.867897
2006-08-16,43.3588753
2006-08-17,43.7308502
2006-08-18,44.5049095
2006-08-19,42.811264
2006-08-20,46.9389496
2006-08-21,48.6940575
2006-08-22,-9999
2006-08-23,50.6625595
2006-08-24,46.017601
2006-08-25,49.6591606
2006-08-26,40.719471
2006-08-27,39.5779305
2006-08-28,41.7046356
2006-08-29,-9999
2006-08-30,50.9831543
2006-08-31,52.5764236
2006-09-01,52.2442169
2006-09-02,49.744278
2006-09-03,44.4483299
2006-09-04,42.9334869
2006-09-05,47.1141968
2006-09-06,50.5631447
2006-09-07,-9999
2006-09-08,53.1491051
2006-09-09,51.5190468
2006-09-10,52.1105156
2006-09-11,47.54776
2006-09-12,52.7799072
2006-09-13,47.3525887
2006-09-14,-9999
2006-09-15,46.8276711
2006-09-16,43.9097481
2006-09-17,48.0347977
2006-09-18,48.3472977
2006-09-19,45.7273788
2006-09-20,47.9936905
2006-09-21,41.0675049
2006-09-22,42.2939682
2006-09-23,-9999
2006-09-24,45.8250465
2006-09-25,46.5403252
2006-09-26,50.9437904
2006-09-27,48.5929756
2006-09-28,45.4877281
2006-09-29,40.2578964
2006-09-30,-9999
2006-10-01,40.6564598
2006-10-02,37.9011497
2006-10-03,50.3362312
2006-10-04,44.0599327
2006-10-05,49.5046616
2006-10-06,44.4777107
2006-10-07,52.4999771
2006-10-08,52.7270164
2006-10-09,-9999
2006-10-10,52.9991493
2006-10-11,53.3823624
2006-10-12,52.6874046
2006-10-13,52.1748314
2006-10-14,42.1565819
2006-10-15,38.8223228
2006-10-16,-9999
2006-10-17,37.1331367
2006-10-18,40.1554375
2006-10-19,36.4713898
2006-10-20,39.5744934
2006-10-21,43.0008659
2006-10-22,42.6564941
2006-10-23,47.5755463
2006-10-24,48.8680687
2006-10-25,-9999
2006-10-26,46.8615379
2006-10-27,49.4377518
2006-10-28,33.3356323
2006-10-29,22.6499538
2006-10-30,30.1113663
2006-10-31,37.433197
2006-11-01,-9999
2006-11-02,46.0453453
2006-11-03,39.7543716
2006-11-04,46.4985237
2006-11-05,44.4924469
2006-11-06,46.5849228
2006-11-07,42.8680992
2006-11-08,26.3662071
2006-11-09,33.7697678
2006-11-10,-9999
2006-11-11,43.2378883
2006-11-12,47.4063225
2006-11-13,50.7302284
2006-11-14,48.8302193
2006-11-15,42.0461159
2006-11-16,36.1585693
2006-11-17,-9999
2006-11-18,28.676897
2006-11-19,34.57584
2006-11-20,23.6143208
2006-11-21,14.815527
2006-11-22,18.0075836
2006-11-23,17.8033657
2006-11-24,20.0578938
2006-11-25,25.2893639
2006-11-26,-9999
2006-11-27,32.3061905
2006-11-28,30.4989834
2006-11-29,25.1949711
2006-11-30,26.5567894
2006-12-01,34.1660957
2006-12-02,49.2264404
2006-12-03,-9999
2006-12-04,30.7846279
2006-12-05,28.8098431
2006-12-06,32.6890564
2006-12-07,32.3151131
2006-12-08,32.6245804
2006-12-09,34.0481529
2006-12-10,42.1606636
2006-12-11,39.5695953
2006-12-12,-9999
2006-12-13,36.6971321
2006-12-14,34.5722008
2006-12-15,37.553875
2006-12-16,27.4966316
2006-12-17,27.5652103
2006-12-18,33.5956116
2006-12-19,-9999
2006-12-20,32.8802528
2006-12-21,33.437851
2006-12-22,33.3032951
2006-12-23,38.1428642
2006-12-24,33.5009613
2006-12-25,25.8240337
2006-12-26,15.5880823
2006-12-27,15.022541
2006-12-28,-9999
2006-12-29,37.0771713
2006-12-30,37.9322472
2006-12-31,40.3509178
2007-01-01,37.3145905
2007-01-02,41.2594643
2007-01-03,41.9260292
2007-01-04,-9999
2007-01-05,31.6053467
2007-01-06,29.8321705
2007-01-07,32.1585312
2007-01-08,35.4140739
2007-01-09,31.0355606
2007-01-10,31.1940098
2007-01-11,24.2762032
2007-01-12,39.4137268
2007-01-13,-9999
2007-01-14,32.9959602
2007-01-15,33.1152458
2007-01-16,38.8544884
2007-01-17,30.5868416
2007-01-18,23.981554
2007-01-19,33.1689072
2007-01-20,-9999
2007-01-21,29.5569782
2007-01-22,34.0283546
2007-01-23,35.537384
2007-01-24,35.9750137
2007-01-25,37.0668945
2007-01-26,38.465641
2007-01-27,38.6247177
2007-01-28,27.841114
2007-01-29,-9999
2007-01-30,37.2230911
2007-01-31,36.9467239
2007-02-01,30.2508316
2007-02-02,32.4694252
2007-02-03,34.4030914
2007-02-04,37.7323189
2007-02-05,-9999
2007-02-06,39.923111
2007-02-07,39.244072
2007-02-08,36.6921959
2007-02-09,38.0286102
2007-02-10,36.1191521
2007-02-11,33.3671913
2007-02-12,21.2692032
2007-02-13,24.3526154
2007-02-14,-9999
2007-02-15,32.6404419
2007-02-16,26.1373577
2007-02-17,31.8660526
2007-02-18,21.1935577
2007-02-19,17.3572044
2007-02-20,18.4038887
2007-02-21,-9999
2007-02-22,31.578722
2007-02-23,32.2886353
2007-02-24,19.3605289
2007-02-25,23.4900665
2007-02-26,27.8886662
2007-02-27,28.2693768
2007-02-28,21.4887352
2007-03-01,20.5164299
2007-03-02,-9999
2007-03-03,28.3214188
2007-03-04,30.8110027
2007-03-05,25.8829098
2007-03-06,27.1404705
2007-03-07,32.222023
2007-03-08,31.3721352
2007-03-09,-9999
2007-03-10,40.0657196
2007-03-11,42.3408928
2007-03-12,37.5723648
2007-03-13,33.5760651
2007-03-14,35.3888435
2007-03-15,24.8370094
2007-03-16,27.5368042
2007-03-17,21.556778
2007-03-18,-9999
2007-03-19,21.9467258
2007-03-20,22.0146999
2007-03-21,30.6817589
2007-03-22,28.5620766
2007-03-23,24.3791466
2007-03-24,26.5255451
2007-03-25,-9999
2007-03-26,23.7763844
2007-03-27,24.9407787
2007-03-28,31.202446
2007-03-29,28.8590126
2007-03-30,29.8723888
2007-03-31,29.4099655
2007-04-01,32.1099548
2007-04-02,35.0559616
2007-04-03,-9999
2007-04-04,39.5257912
2007-04-05,38.7342072
2007-04-06,25.9857979
2007-04-07,22.8850422
2007-04-08,40.2820091
2007-04-09,38.9278564
2007-04-10,-9999
2007-04-11,25.7622395
2007-04-12,30.5809231
2007-04-13,35.1347809
2007-04-14,34.0023155
2007-04-15,25.4413109
2007-04-16,28.6700172
2007-04-17,23.0382195
2007-04-18,40.1155396
2007-04-19,-9999
2007-04-20,30.2747631
2007-04-21,38.5313873
2007-04-22,42.2895851
2007-04-23,29.4812908
2007-04-24,19.9965668
2007-04-25,24.844923
2007-04-26,-9999
2007-04-27,32.1448669
2007-04-28,39.944046
2007-04-29,41.0656166
2007-04-30,38.8890152
2007-05-01,34.3453789
2007-05-02,31.8244553
2007-05-03,31.7387276
2007-05-04,35.3742371
2007-05-05,-9999
2007-05-06,28.2157364
2007-05-07,25.0910549
2007-05-08,30.8916626
2007-05-09,27.0294724
2007-05-10,32.4966774
2007-05-11,37.8677025
2007-05-12,-9999
2007-05-13,33.7768326
2007-05-14,32.732563
2007-05-15,35.2466278
2007-05-16,33.625061
2007-05-17,31.6082764
2007-05-18,33.6412849
2007-05-19,34.7986374
2007-05-20,30.9613247
2007-05-21,-9999
2007-05-22,41.9778442
2007-05-23,38.9044266
2007-05-24,40.1167793
2007-05-25,35.4029694
2007-05-26,34.1797523
2007-05-27,38.7984695
2007-05-28,-9999
2007-05-29,47.689621
2007-05-30,36.4360085
2007-05-31,43.1986389
2007-06-01,43.9145317
2007-06-02,32.5907707
2007-06-03,31.8137112
2007-06-04,40.7342072
2007-06-05,52.2803345
2007-06-06,-9999
2007-06-07,46.8211708
2007-06-08,43.9256706
2007-06-09,38.843544
2007-06-10,33.595871
2007-06-11,45.9379883
2007-06-12,47.8351173
2007-06-13,-9999
2007-06-14,46.5799065
2007-06-15,43.0028343
2007-06-16,43.9452553
2007-06-17,49.9327545
2007-06-18,47.9345322
2007-06-19,36.3395386
2007-06-20,30.6938858
2007-06-21,39.6866608
2007-06-22,-9999
2007-06-23,47.7512703
2007-06-24,45.8548317
2007-06-25,39.4736404
2007-06-26,38.5134239
2007-06-27,40.3846397
2007-06-28,46.7444878
2007-06-29,-9999
2007-06-30,50.9565964
2007-07-01,49.7411957
2007-07-02,51.110321
2007-07-03,47.1545029
2007-07-04,39.9218407
2007-07-05,37.9067001
2007-07-06,42.0746117
2007-07-07,41.5836563
2007-07-08,-9999
2007-07-09,33.8791313
2007-07-10,38.5447998
2007-07-11,47.5841789
2007-07-12,32.9846306
2007-07-13,38.438343
2007-07-14,48.9262428
2007-07-15,-9999
2007-07-16,38.5463982
2007-07-17,37.8292542
2007-07-18,47.4420357
2007-07-19,40.6718864
2007-07-20,42.0139618
2007-07-21,47.4021187
2007-07-22,45.2239151
2007-07-23,51.1586952
2007-07-24,-9999
2007-07-25,51.9491539
2007-07-26,49.5192223
2007-07-27,49.5635185
2007-07-28,41.109211
2007-07-29,41.772789
2007-07-30,43.7262878
2007-07-31,-9999
2007-08-01,39.1577797
2007-08-02,48.2179489
2007-08-03,45.4424973
2007-08-04,41.5319214
2007-08-05,53.1956825
2007-08-06,44.6097069
2007-08-07,32.4403839
2007-08-08,40.5307999
2007-08-09,-9999
2007-08-10,51.408535
2007-08-11,50.6143036
2007-08-12,52.9334145
2007-08-13,49.6811485
2007-08-14,54.6328964
2007-08-15,56.9241676
2007-08-16,-9999
2007-08-17,43.2273102
2007-08-18,48.3693733
2007-08-19,50.1831818
2007-08-20,43.6971321
2007-08-21,54.9979973
2007-08-22,48.8797722
2007-08-23,46.5567169
2007-08-24,50.1452789
2007-08-25,-9999
2007-08-26,45.2645111
2007-08-27,47.5226479
2007-08-28,48.7642555
2007-08-29,48.3492126
2007-08-30,53.6412964
2007-08-31,47.5702209
2007-09-01,-9999
2007-09-02,46.3713036
2007-09-03,50.4769707
2007-09-04,47.9367561
2007-09-05,48.7516479
2007-09-06,51.2272758
2007-09-07,49.1019211
2007-09-08,48.2953529
2007-09-09,51.3512459
2007-09-10,-9999
2007-09-11,49.6746674
2007-09-12,49.9893074
2007-09-13,49.2017937
2007-09-14,47.8980179
2007-09-15,38.7377357
2007-09-16,44.6904678
2007-09-17,-9999
2007-09-18,50.4326859
2007-09-19,47.5533066
2007-09-20,50.7713661
2007-09-21,35.5509033
2007-09-22,37.0216141
2007-09-23,45.4017906
2007-09-24,48.916584
2007-09-25,48.9426003
2007-09-26,-9999
2007-09-27,51.6897087
2007-09-28,46.1435471
2007-09-29,42.0319519
2007-09-30,44.5344849
2007-10-01,31.9071751
2007-10-02,36.1416092
2007-10-03,-9999
2007-10-04,37.0780296
2007-10-05,29.9501915
2007-10-06,40.4142494
2007-10-07,42.5119133
2007-10-08,50.4493256
2007-10-09,49.0581398
2007-10-10,48.0561867
2007-10-11,47.1463165
2007-10-12,-9999
2007-10-13,43.7174911
2007-10-14,42.6420212
2007-10-15,52.0559082
2007-10-16,52.0385475
2007-10-17,52.8343697
2007-10-18,48.2102928
2007-10-19,-9999
2007-10-20,49.2091217
2007-10-21,50.4633255
2007-10-22,50.1548615
2007-10-23,36.3278847
2007-10-24,32.3071098
2007-10-25,26.9435101
2007-10-26,30.353056
2007-10-27,30.2799683
2007-10-28,-9999
2007-10-29,45.7999496
2007-10-30,48.5810318
2007-10-31,45.7762909
2007-11-01,43.2136459
2007-11-02,30.2620583
2007-11-03,25.8132591
2007-11-04,-9999
2007-11-05,22.0229378
2007-11-06,23.5680847
2007-11-07,26.3642101
2007-11-08,29.231966
2007-11-09,21.266571
2007-11-10,21.0578365
2007-11-11,28.454977
2007-11-12,23.5356941
2007-11-13,-9999
2007-11-14,36.1586189
2007-11-15,26.8023243
2007-11-16,28.0124283
2007-11-17,27.4986229
2007-11-18,30.7222538
2007-11-19,37.5747719
2007-11-20,-9999
2007-11-21,42.7271347
2007-11-22,43.9693642
2007-11-23,42.5236664
2007-11-24,41.3511353
2007-11-25,40.0782852
2007-11-26,39.4623489
2007-11-27,40.8834114
2007-11-28,40.7207909
2007-11-29,-9999
2007-11-30,33.5445061
2007-12-01,35.7266998
2007-12-02,29.3827667
2007-12-03,30.8313942
2007-12-04,29.7036858
2007-12-05,33.8299751
2007-12-06,-9999
2007-12-07,34.2812958
2007-12-08,30.3916302
2007-12-09,32.591774
2007-12-10,33.6027565
2007-12-11,30.8547058
2007-12-12,30.1376495
2007-12-13,24.8568325
2007-12-14,20.7625694
2007-12-15,-9999
2007-12-16,30.2529507
2007-12-17,29.4835167
2007-12-18,26.6581669
2007-12-19,28.7213764
2007-12-20,25.5786819
2007-12-21,28.5871201
2007-12-22,-9999
2007-12-23,29.9446087
2007-12-24,34.9106483
2007-12-25,34.5883789
2007-12-26,29.379179
2007-12-27,29.4980183
2007-12-28,30.7631283
2007-12-29,28.4446926
2007-12-30,35.653656
2007-12-31,-9999
2008-01-01,36.7238884
2008-01-02,26.9805908
2008-01-03,23.1618443
2008-01-04,20.3074245
2008-01-05,22.5178547
2008-01-06,28.5967445
2008-01-07,-9999
2008-01-08,25.0741138
2008-01-09,30.551857
2008-01-10,28.8845501
2008-01-11,29.9566116
2008-01-12,31.1039257
2008-01-13,35.0874443
2008-01-14,30.3651276
2008-01-15,34.8257179
2008-01-16,-9999
2008-01-17,37.8606911
2008-01-18,34.0452538
2008-01-19,32.8716736
2008-01-20,31.7286644
2008-01-21,38.1756668
2008-01-22,39.6369133
2008-01-23,-9999
2008-01-24,35.1551247
2008-01-25,33.6721001
2008-01-26,29.9812317
2008-01-27,30.2721157
2008-01-28,24.5932102
2008-01-29,20.7854862
2008-01-30,22.2122879
2008-01-31,21.8072109
2008-02-01,-9999
2008-02-02,30.4553585
2008-02-03,20.7807198
2008-02-04,22.5900784
2008-02-05,29.8807602
2008-02-06,38.3979301
2008-02-07,40.7925644
2008-02-08,-9999
2008-02-09,37.2575531
2008-02-10,36.9023972
2008-02-11,39.0592308
2008-02-12,34.2882919
2008-02-13,36.7686081
2008-02-14,35.6916656
2008-02-15,29.5050983
2008-02-16,27.7781525
2008-02-17,-9999
2008-02-18,35.5112419
2008-02-19,38.8815689
2008-02-20,32.1487999
2008-02-21,24.8499832
2008-02-22,27.8283463
2008-02-23,29.9813805
2008-02-24,-9999
2008-02-25,29.4276581
2008-02-26,25.8574314
2008-02-27,29.6305866
2008-02-28,21.3663731
2008-02-29,27.7871532
2008-03-01,36.4190216
2008-03-02,35.1262245
2008-03-03,34.3291626
2008-03-04,-9999
2008-03-05,41.1570015
2008-03-06,35.3638268
2008-03-07,34.127327
2008-03-08,23.3819485
2008-03-09,31.3696556
2008-03-10,36.3097572
2008-03-11,-9999
2008-03-12,39.0587769
2008-03-13,35.0466537
2008-03-14,31.4274368
2008-03-15,25.7385788
2008-03-16,20.1249409
2008-03-17,26.4850388
2008-03-18,32.9440651
2008-03-19,36.5976524
2008-03-20,-9999
2008-03-21,32.1977043
2008-03-22,32.1756477
2008-03-23,32.7548141
2008-03-24,35.5673866
2008-03-25,24.1840382
2008-03-26,21.598505
2008-03-27,-9999
2008-03-28,33.1137276
2008-03-29,32.5664024
2008-03-30,34.1549606
2008-03-31,26.3320007
2008-04-01,27.0746365
2008-04-02,28.0984097
2008-04-03,26.713583
2008-04-04,29.6076469
2008-04-05,-9999
2008-04-06,44.5378494
2008-04-07,40.1384354
2008-04-08,31.3229713
2008-04-09,21.2197552
2008-04-10,21.5723991
2008-04-11,23.8862915
2008-04-12,-9999
2008-04-13,37.8109894
2008-04-14,29.0474319
2008-04-15,21.6413136
2008-04-16,24.6537857
2008-04-17,27.8391323
2008-04-18,29.3271751
2008-04-19,39.5335197
2008-04-20,31.6508522
2008-04-21,-9999
2008-04-22,33.0202026
2008-04-23,30.4955826
2008-04-24,30.6018696
2008-04-25,29.0619469
2008-04-26,29.6167316
2008-04-27,32.374279
2008-04-28,-9999
2008-04-29,41.9495468
2008-04-30,37.3327599
2008-05-01,36.5346947
2008-05-02,26.1874886
2008-05-03,29.7298203
2008-05-04,30.9782429
2008-05-05,22.5299454
2008-05-06,26.2534389
2008-05-07,-9999
2008-05-08,33.8256493
2008-05-09,33.7513771
2008-05-10,29.4236259
2008-05-11,29.5875473
2008-05-12,37.0506134
2008-05-13,32.1896439
2008-05-14,-9999
2008-05-15,26.4102535
2008-05-16,36.4174385
2008-05-17,36.5850105
2008-05-18,41.6554337
2008-05-19,50.375412
2008-05-20,52.1620674
2008-05-21,49.3195877
2008-05-22,41.5899353
2008-05-23,-9999
2008-05-24,50.9453964
